"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY INDIA CONSUMPTION","23 Sep 2016","33.38","5.14","1.07"
"NIFTY INDIA CONSUMPTION","22 Sep 2016","33.48","5.15","1.07"
"NIFTY INDIA CONSUMPTION","21 Sep 2016","33.24","5.10","1.08"
"NIFTY INDIA CONSUMPTION","20 Sep 2016","33.23","5.10","1.08"
"NIFTY INDIA CONSUMPTION","19 Sep 2016","33.48","5.14","1.07"
"NIFTY INDIA CONSUMPTION","16 Sep 2016","33.52","5.18","1.07"
"NIFTY INDIA CONSUMPTION","15 Sep 2016","33.35","5.10","1.07"
"NIFTY INDIA CONSUMPTION","14 Sep 2016","33.26","5.09","1.07"
"NIFTY INDIA CONSUMPTION","12 Sep 2016","33.09","5.06","1.08"
"NIFTY INDIA CONSUMPTION","09 Sep 2016","33.80","5.17","1.05"
"NIFTY INDIA CONSUMPTION","08 Sep 2016","34.31","5.25","1.04"
"NIFTY INDIA CONSUMPTION","07 Sep 2016","33.91","5.18","1.05"
"NIFTY INDIA CONSUMPTION","06 Sep 2016","34.02","5.20","1.05"
"NIFTY INDIA CONSUMPTION","02 Sep 2016","33.52","5.13","1.06"
"NIFTY INDIA CONSUMPTION","01 Sep 2016","33.27","5.09","1.07"
"NIFTY INDIA CONSUMPTION","31 Aug 2016","33.40","5.11","1.07"
"NIFTY INDIA CONSUMPTION","30 Aug 2016","33.32","5.10","1.07"
"NIFTY INDIA CONSUMPTION","29 Aug 2016","32.87","5.03","1.08"
"NIFTY INDIA CONSUMPTION","26 Aug 2016","32.79","5.02","1.09"
"NIFTY INDIA CONSUMPTION","25 Aug 2016","32.88","5.09","1.07"
"NIFTY INDIA CONSUMPTION","24 Aug 2016","33.07","5.12","1.06"
"NIFTY INDIA CONSUMPTION","23 Aug 2016","32.92","5.10","1.07"
"NIFTY INDIA CONSUMPTION","22 Aug 2016","33.01","5.11","1.07"
"NIFTY INDIA CONSUMPTION","19 Aug 2016","33.09","5.13","1.06"
"NIFTY INDIA CONSUMPTION","18 Aug 2016","33.06","5.12","1.06"
"NIFTY INDIA CONSUMPTION","17 Aug 2016","33.03","5.12","1.07"
"NIFTY INDIA CONSUMPTION","16 Aug 2016","32.90","5.10","1.07"
"NIFTY INDIA CONSUMPTION","12 Aug 2016","33.02","5.12","1.07"
"NIFTY INDIA CONSUMPTION","11 Aug 2016","32.84","5.14","1.07"
"NIFTY INDIA CONSUMPTION","10 Aug 2016","32.67","5.20","1.12"
"NIFTY INDIA CONSUMPTION","09 Aug 2016","33.16","5.27","1.10"
"NIFTY INDIA CONSUMPTION","08 Aug 2016","33.36","5.30","1.10"
"NIFTY INDIA CONSUMPTION","05 Aug 2016","33.23","5.28","1.10"
"NIFTY INDIA CONSUMPTION","04 Aug 2016","32.74","5.21","1.12"
"NIFTY INDIA CONSUMPTION","03 Aug 2016","32.70","5.20","1.12"
"NIFTY INDIA CONSUMPTION","02 Aug 2016","33.15","5.27","1.10"
"NIFTY INDIA CONSUMPTION","01 Aug 2016","33.01","5.25","1.11"
"NIFTY INDIA CONSUMPTION","29 Jul 2016","32.87","5.23","1.11"
"NIFTY INDIA CONSUMPTION","28 Jul 2016","32.82","5.22","1.11"
"NIFTY INDIA CONSUMPTION","27 Jul 2016","32.41","5.18","1.11"
"NIFTY INDIA CONSUMPTION","26 Jul 2016","32.32","5.17","1.12"
"NIFTY INDIA CONSUMPTION","25 Jul 2016","32.60","5.33","1.04"
"NIFTY INDIA CONSUMPTION","22 Jul 2016","32.26","5.32","1.04"
"NIFTY INDIA CONSUMPTION","21 Jul 2016","32.18","5.31","1.05"
"NIFTY INDIA CONSUMPTION","20 Jul 2016","32.26","5.32","1.04"
"NIFTY INDIA CONSUMPTION","19 Jul 2016","32.09","5.29","1.05"
"NIFTY INDIA CONSUMPTION","18 Jul 2016","32.17","5.31","1.05"
"NIFTY INDIA CONSUMPTION","15 Jul 2016","32.41","5.35","1.04"
"NIFTY INDIA CONSUMPTION","14 Jul 2016","32.23","5.32","1.05"
"NIFTY INDIA CONSUMPTION","13 Jul 2016","32.05","5.29","1.05"
"NIFTY INDIA CONSUMPTION","12 Jul 2016","32.15","5.30","1.05"
"NIFTY INDIA CONSUMPTION","11 Jul 2016","32.13","5.30","1.05"
"NIFTY INDIA CONSUMPTION","08 Jul 2016","31.74","5.24","1.06"
"NIFTY INDIA CONSUMPTION","07 Jul 2016","31.73","5.23","1.06"
"NIFTY INDIA CONSUMPTION","05 Jul 2016","31.71","5.23","1.06"
"NIFTY INDIA CONSUMPTION","04 Jul 2016","31.82","5.25","1.06"
"NIFTY INDIA CONSUMPTION","01 Jul 2016","31.83","5.25","1.06"
"NIFTY INDIA CONSUMPTION","30 Jun 2016","31.60","5.21","1.07"
"NIFTY INDIA CONSUMPTION","29 Jun 2016","31.19","5.15","1.08"
"NIFTY INDIA CONSUMPTION","28 Jun 2016","30.95","5.11","1.09"
"NIFTY INDIA CONSUMPTION","27 Jun 2016","30.63","5.05","1.10"
"NIFTY INDIA CONSUMPTION","24 Jun 2016","30.63","5.05","1.10"
"NIFTY INDIA CONSUMPTION","23 Jun 2016","30.90","5.10","1.09"
"NIFTY INDIA CONSUMPTION","22 Jun 2016","30.75","5.07","1.10"
"NIFTY INDIA CONSUMPTION","21 Jun 2016","30.79","5.08","1.09"
"NIFTY INDIA CONSUMPTION","20 Jun 2016","30.84","5.09","1.09"
"NIFTY INDIA CONSUMPTION","17 Jun 2016","30.73","5.07","1.10"
"NIFTY INDIA CONSUMPTION","16 Jun 2016","30.58","5.05","1.09"
"NIFTY INDIA CONSUMPTION","15 Jun 2016","30.78","5.08","1.08"
"NIFTY INDIA CONSUMPTION","14 Jun 2016","30.46","5.03","1.10"
"NIFTY INDIA CONSUMPTION","13 Jun 2016","30.52","5.04","1.09"
"NIFTY INDIA CONSUMPTION","10 Jun 2016","30.67","5.07","1.09"
"NIFTY INDIA CONSUMPTION","09 Jun 2016","30.83","5.10","1.06"
"NIFTY INDIA CONSUMPTION","08 Jun 2016","31.16","5.16","1.05"
"NIFTY INDIA CONSUMPTION","07 Jun 2016","31.10","5.15","1.05"
"NIFTY INDIA CONSUMPTION","06 Jun 2016","30.88","5.11","1.06"
"NIFTY INDIA CONSUMPTION","03 Jun 2016","31.05","5.14","1.05"
"NIFTY INDIA CONSUMPTION","02 Jun 2016","31.05","5.14","1.05"
"NIFTY INDIA CONSUMPTION","01 Jun 2016","30.20","5.11","1.06"
"NIFTY INDIA CONSUMPTION","31 May 2016","29.87","5.05","1.07"
"NIFTY INDIA CONSUMPTION","30 May 2016","30.16","5.08","1.07"
"NIFTY INDIA CONSUMPTION","27 May 2016","30.34","5.07","1.07"
"NIFTY INDIA CONSUMPTION","26 May 2016","31.03","5.02","1.08"
"NIFTY INDIA CONSUMPTION","25 May 2016","30.79","4.96","1.09"
"NIFTY INDIA CONSUMPTION","24 May 2016","30.03","4.86","1.11"
"NIFTY INDIA CONSUMPTION","23 May 2016","30.11","4.86","1.11"
"NIFTY INDIA CONSUMPTION","20 May 2016","30.00","4.85","1.12"
"NIFTY INDIA CONSUMPTION","19 May 2016","30.02","4.85","1.12"
"NIFTY INDIA CONSUMPTION","18 May 2016","30.57","4.91","1.10"
"NIFTY INDIA CONSUMPTION","17 May 2016","30.75","4.94","1.10"
"NIFTY INDIA CONSUMPTION","16 May 2016","30.80","4.92","1.10"
"NIFTY INDIA CONSUMPTION","13 May 2016","30.69","4.90","1.11"
"NIFTY INDIA CONSUMPTION","12 May 2016","30.94","4.94","1.10"
"NIFTY INDIA CONSUMPTION","11 May 2016","30.90","4.93","1.10"
"NIFTY INDIA CONSUMPTION","10 May 2016","30.90","4.93","1.10"
"NIFTY INDIA CONSUMPTION","09 May 2016","30.86","4.92","1.10"
"NIFTY INDIA CONSUMPTION","06 May 2016","30.45","4.85","1.12"
"NIFTY INDIA CONSUMPTION","05 May 2016","30.61","4.83","1.12"
"NIFTY INDIA CONSUMPTION","04 May 2016","30.50","4.83","1.12"
"NIFTY INDIA CONSUMPTION","03 May 2016","30.69","4.87","1.11"
"NIFTY INDIA CONSUMPTION","02 May 2016","30.75","4.87","1.11"
"NIFTY INDIA CONSUMPTION","29 Apr 2016","29.64","4.86","1.11"
"NIFTY INDIA CONSUMPTION","28 Apr 2016","29.74","4.88","1.11"
"NIFTY INDIA CONSUMPTION","27 Apr 2016","30.26","4.96","1.09"
"NIFTY INDIA CONSUMPTION","26 Apr 2016","29.91","4.92","1.10"
"NIFTY INDIA CONSUMPTION","25 Apr 2016","29.57","4.87","1.11"
"NIFTY INDIA CONSUMPTION","22 Apr 2016","29.69","4.89","1.11"
"NIFTY INDIA CONSUMPTION","21 Apr 2016","29.69","4.89","1.11"
"NIFTY INDIA CONSUMPTION","20 Apr 2016","29.87","4.92","1.10"
"NIFTY INDIA CONSUMPTION","18 Apr 2016","29.98","4.93","1.10"
"NIFTY INDIA CONSUMPTION","13 Apr 2016","29.80","4.90","1.10"
"NIFTY INDIA CONSUMPTION","12 Apr 2016","29.09","4.79","1.13"
"NIFTY INDIA CONSUMPTION","11 Apr 2016","28.85","4.75","1.14"
"NIFTY INDIA CONSUMPTION","08 Apr 2016","28.45","4.68","1.16"
"NIFTY INDIA CONSUMPTION","07 Apr 2016","28.37","4.67","1.16"
"NIFTY INDIA CONSUMPTION","06 Apr 2016","28.70","4.72","1.15"
"NIFTY INDIA CONSUMPTION","05 Apr 2016","28.58","4.70","1.15"
"NIFTY INDIA CONSUMPTION","04 Apr 2016","29.15","4.80","1.13"
"NIFTY INDIA CONSUMPTION","01 Apr 2016","28.79","4.74","1.14"
"NIFTY INDIA CONSUMPTION","31 Mar 2016","28.85","4.75","1.14"
"NIFTY INDIA CONSUMPTION","30 Mar 2016","28.79","4.74","1.14"
"NIFTY INDIA CONSUMPTION","29 Mar 2016","28.49","4.69","1.16"
"NIFTY INDIA CONSUMPTION","28 Mar 2016","28.45","4.68","1.16"
"NIFTY INDIA CONSUMPTION","23 Mar 2016","28.81","4.74","1.14"
"NIFTY INDIA CONSUMPTION","22 Mar 2016","28.70","4.72","1.15"
"NIFTY INDIA CONSUMPTION","21 Mar 2016","28.67","4.72","1.15"
"NIFTY INDIA CONSUMPTION","18 Mar 2016","28.35","4.67","1.16"
"NIFTY INDIA CONSUMPTION","17 Mar 2016","28.16","4.63","1.17"
"NIFTY INDIA CONSUMPTION","16 Mar 2016","28.04","4.61","1.17"
"NIFTY INDIA CONSUMPTION","15 Mar 2016","28.04","4.61","1.17"
"NIFTY INDIA CONSUMPTION","14 Mar 2016","28.40","4.67","1.16"
"NIFTY INDIA CONSUMPTION","11 Mar 2016","28.30","4.66","1.16"
"NIFTY INDIA CONSUMPTION","10 Mar 2016","28.09","4.62","1.17"
"NIFTY INDIA CONSUMPTION","09 Mar 2016","28.12","4.63","1.17"
"NIFTY INDIA CONSUMPTION","08 Mar 2016","27.90","4.59","1.18"
"NIFTY INDIA CONSUMPTION","04 Mar 2016","27.96","4.60","1.18"
"NIFTY INDIA CONSUMPTION","03 Mar 2016","28.05","4.62","1.17"
"NIFTY INDIA CONSUMPTION","02 Mar 2016","27.91","4.59","1.18"
"NIFTY INDIA CONSUMPTION","01 Mar 2016","27.80","4.57","1.18"
"NIFTY INDIA CONSUMPTION","29 Feb 2016","26.81","4.41","1.23"
"NIFTY INDIA CONSUMPTION","26 Feb 2016","27.09","4.46","1.22"
"NIFTY INDIA CONSUMPTION","25 Feb 2016","27.03","4.45","1.22"
"NIFTY INDIA CONSUMPTION","24 Feb 2016","27.17","4.47","1.21"
"NIFTY INDIA CONSUMPTION","23 Feb 2016","27.34","4.50","1.20"
"NIFTY INDIA CONSUMPTION","22 Feb 2016","27.76","4.57","1.18"
"NIFTY INDIA CONSUMPTION","19 Feb 2016","27.53","4.53","1.19"
"NIFTY INDIA CONSUMPTION","18 Feb 2016","27.41","4.51","1.20"
"NIFTY INDIA CONSUMPTION","17 Feb 2016","27.20","4.47","1.21"
"NIFTY INDIA CONSUMPTION","16 Feb 2016","26.98","4.44","1.22"
"NIFTY INDIA CONSUMPTION","15 Feb 2016","27.47","4.52","1.20"
"NIFTY INDIA CONSUMPTION","12 Feb 2016","27.12","4.44","1.22"
"NIFTY INDIA CONSUMPTION","11 Feb 2016","26.92","4.40","1.23"
"NIFTY INDIA CONSUMPTION","10 Feb 2016","27.77","4.53","1.19"
"NIFTY INDIA CONSUMPTION","09 Feb 2016","28.01","4.58","1.18"
"NIFTY INDIA CONSUMPTION","08 Feb 2016","28.26","4.62","1.17"
"NIFTY INDIA CONSUMPTION","05 Feb 2016","28.56","4.65","1.16"
"NIFTY INDIA CONSUMPTION","04 Feb 2016","28.18","4.59","1.18"
"NIFTY INDIA CONSUMPTION","03 Feb 2016","28.15","4.58","1.18"
"NIFTY INDIA CONSUMPTION","02 Feb 2016","28.25","4.60","1.18"
"NIFTY INDIA CONSUMPTION","01 Feb 2016","28.53","4.64","1.17"
"NIFTY INDIA CONSUMPTION","29 Jan 2016","28.38","4.65","1.16"
"NIFTY INDIA CONSUMPTION","28 Jan 2016","27.87","4.57","1.19"
"NIFTY INDIA CONSUMPTION","27 Jan 2016","27.78","4.55","1.19"
"NIFTY INDIA CONSUMPTION","25 Jan 2016","27.92","4.57","1.18"
"NIFTY INDIA CONSUMPTION","22 Jan 2016","27.97","4.58","1.18"
"NIFTY INDIA CONSUMPTION","21 Jan 2016","27.55","4.51","1.20"
"NIFTY INDIA CONSUMPTION","20 Jan 2016","27.97","4.57","1.18"
"NIFTY INDIA CONSUMPTION","19 Jan 2016","28.34","4.63","1.17"
"NIFTY INDIA CONSUMPTION","18 Jan 2016","28.01","4.60","1.18"
"NIFTY INDIA CONSUMPTION","15 Jan 2016","28.38","4.66","1.16"
"NIFTY INDIA CONSUMPTION","14 Jan 2016","28.90","4.74","1.14"
"NIFTY INDIA CONSUMPTION","13 Jan 2016","28.99","4.76","1.14"
"NIFTY INDIA CONSUMPTION","12 Jan 2016","28.96","4.75","1.14"
"NIFTY INDIA CONSUMPTION","11 Jan 2016","29.01","4.76","1.14"
"NIFTY INDIA CONSUMPTION","08 Jan 2016","29.19","4.80","1.13"
"NIFTY INDIA CONSUMPTION","07 Jan 2016","29.19","4.80","1.13"
"NIFTY INDIA CONSUMPTION","06 Jan 2016","29.91","4.92","1.10"
"NIFTY INDIA CONSUMPTION","05 Jan 2016","30.27","4.98","1.09"
"NIFTY INDIA CONSUMPTION","04 Jan 2016","30.22","4.97","1.09"
"NIFTY INDIA CONSUMPTION","01 Jan 2016","30.65","5.04","1.08"
"NIFTY INDIA CONSUMPTION","31 Dec 2015","30.59","5.03","1.08"
"NIFTY INDIA CONSUMPTION","30 Dec 2015","30.33","4.98","1.09"
"NIFTY INDIA CONSUMPTION","29 Dec 2015","30.40","5.00","1.09"
"NIFTY INDIA CONSUMPTION","28 Dec 2015","30.31","4.98","1.09"
"NIFTY INDIA CONSUMPTION","24 Dec 2015","30.30","4.98","1.09"
"NIFTY INDIA CONSUMPTION","23 Dec 2015","30.20","4.96","1.09"
"NIFTY INDIA CONSUMPTION","22 Dec 2015","30.04","4.94","1.10"
"NIFTY INDIA CONSUMPTION","21 Dec 2015","30.16","4.96","1.09"
"NIFTY INDIA CONSUMPTION","18 Dec 2015","29.89","4.91","1.10"
"NIFTY INDIA CONSUMPTION","17 Dec 2015","30.02","4.93","1.10"
"NIFTY INDIA CONSUMPTION","16 Dec 2015","29.62","4.87","1.11"
"NIFTY INDIA CONSUMPTION","15 Dec 2015","29.77","4.89","1.11"
"NIFTY INDIA CONSUMPTION","14 Dec 2015","29.49","4.85","1.12"
"NIFTY INDIA CONSUMPTION","11 Dec 2015","29.23","4.78","1.12"
"NIFTY INDIA CONSUMPTION","10 Dec 2015","29.42","4.82","1.12"
"NIFTY INDIA CONSUMPTION","09 Dec 2015","29.17","4.77","1.13"
"NIFTY INDIA CONSUMPTION","08 Dec 2015","29.57","4.84","1.11"
"NIFTY INDIA CONSUMPTION","07 Dec 2015","29.72","4.86","1.10"
"NIFTY INDIA CONSUMPTION","04 Dec 2015","29.78","4.87","1.10"
"NIFTY INDIA CONSUMPTION","03 Dec 2015","30.08","4.92","1.09"
"NIFTY INDIA CONSUMPTION","02 Dec 2015","30.36","4.97","1.08"
"NIFTY INDIA CONSUMPTION","01 Dec 2015","30.24","4.95","1.09"
"NIFTY INDIA CONSUMPTION","30 Nov 2015","30.11","4.93","1.09"
"NIFTY INDIA CONSUMPTION","27 Nov 2015","30.26","4.95","1.09"
"NIFTY INDIA CONSUMPTION","26 Nov 2015","30.27","4.95","1.08"
"NIFTY INDIA CONSUMPTION","24 Nov 2015","30.07","4.92","1.09"
"NIFTY INDIA CONSUMPTION","23 Nov 2015","30.09","4.92","1.09"
"NIFTY INDIA CONSUMPTION","20 Nov 2015","30.00","4.91","1.09"
"NIFTY INDIA CONSUMPTION","19 Nov 2015","29.82","4.88","1.10"
"NIFTY INDIA CONSUMPTION","18 Nov 2015","29.40","4.81","1.12"
"NIFTY INDIA CONSUMPTION","17 Nov 2015","29.52","4.83","1.11"
"NIFTY INDIA CONSUMPTION","16 Nov 2015","29.27","4.79","1.12"
"NIFTY INDIA CONSUMPTION","13 Nov 2015","29.20","4.78","1.12"
"NIFTY INDIA CONSUMPTION","11 Nov 2015","29.67","4.86","1.11"
"NIFTY INDIA CONSUMPTION","10 Nov 2015","29.56","4.84","1.11"
"NIFTY INDIA CONSUMPTION","09 Nov 2015","29.72","4.87","1.10"
"NIFTY INDIA CONSUMPTION","06 Nov 2015","29.94","4.84","1.11"
"NIFTY INDIA CONSUMPTION","05 Nov 2015","29.99","4.82","1.11"
"NIFTY INDIA CONSUMPTION","04 Nov 2015","30.15","4.85","1.10"
"NIFTY INDIA CONSUMPTION","03 Nov 2015","29.99","4.84","1.11"
"NIFTY INDIA CONSUMPTION","02 Nov 2015","29.96","4.83","1.11"
"NIFTY INDIA CONSUMPTION","30 Oct 2015","29.88","4.82","1.11"
"NIFTY INDIA CONSUMPTION","29 Oct 2015","30.28","4.88","1.10"
"NIFTY INDIA CONSUMPTION","28 Oct 2015","29.20","4.91","1.09"
"NIFTY INDIA CONSUMPTION","27 Oct 2015","29.41","4.91","1.09"
"NIFTY INDIA CONSUMPTION","26 Oct 2015","29.29","4.89","1.10"
"NIFTY INDIA CONSUMPTION","23 Oct 2015","29.38","4.90","1.09"
"NIFTY INDIA CONSUMPTION","21 Oct 2015","29.73","4.92","1.09"
"NIFTY INDIA CONSUMPTION","20 Oct 2015","29.68","4.91","1.09"
"NIFTY INDIA CONSUMPTION","19 Oct 2015","29.76","4.92","1.09"
"NIFTY INDIA CONSUMPTION","16 Oct 2015","29.54","4.89","1.10"
"NIFTY INDIA CONSUMPTION","15 Oct 2015","29.40","4.86","1.10"
"NIFTY INDIA CONSUMPTION","14 Oct 2015","29.17","4.83","1.11"
"NIFTY INDIA CONSUMPTION","13 Oct 2015","29.26","4.84","1.11"
"NIFTY INDIA CONSUMPTION","12 Oct 2015","29.25","4.84","1.11"
"NIFTY INDIA CONSUMPTION","09 Oct 2015","29.35","4.86","1.10"
"NIFTY INDIA CONSUMPTION","08 Oct 2015","29.33","4.86","1.11"
"NIFTY INDIA CONSUMPTION","07 Oct 2015","29.50","4.88","1.10"
"NIFTY INDIA CONSUMPTION","06 Oct 2015","29.40","4.87","1.10"
"NIFTY INDIA CONSUMPTION","05 Oct 2015","29.14","4.83","1.11"
"NIFTY INDIA CONSUMPTION","01 Oct 2015","28.84","4.78","1.12"
"NIFTY INDIA CONSUMPTION","30 Sep 2015","28.83","4.92","1.12"
"NIFTY INDIA CONSUMPTION","29 Sep 2015","28.22","4.82","1.14"
"NIFTY INDIA CONSUMPTION","28 Sep 2015","28.06","4.84","1.12"
"NIFTY INDIA CONSUMPTION","24 Sep 2015","28.01","4.81","1.12"
"NIFTY INDIA CONSUMPTION","23 Sep 2015","27.79","4.78","1.12"
"NIFTY INDIA CONSUMPTION","22 Sep 2015","27.78","4.78","1.12"
"NIFTY INDIA CONSUMPTION","21 Sep 2015","28.11","4.83","1.11"
"NIFTY INDIA CONSUMPTION","18 Sep 2015","28.19","4.85","1.11"
"NIFTY INDIA CONSUMPTION","16 Sep 2015","28.13","4.84","1.11"
"NIFTY INDIA CONSUMPTION","15 Sep 2015","28.00","4.81","1.12"
"NIFTY INDIA CONSUMPTION","14 Sep 2015","28.07","4.82","1.11"
"NIFTY INDIA CONSUMPTION","11 Sep 2015","27.84","4.79","1.12"
"NIFTY INDIA CONSUMPTION","10 Sep 2015","27.76","4.77","1.12"
"NIFTY INDIA CONSUMPTION","09 Sep 2015","27.75","4.77","1.13"
"NIFTY INDIA CONSUMPTION","08 Sep 2015","27.23","4.68","1.15"
"NIFTY INDIA CONSUMPTION","07 Sep 2015","27.15","4.67","1.15"
"NIFTY INDIA CONSUMPTION","04 Sep 2015","27.49","4.74","1.14"
"NIFTY INDIA CONSUMPTION","03 Sep 2015","27.86","4.80","1.13"
"NIFTY INDIA CONSUMPTION","02 Sep 2015","27.65","4.77","1.13"
"NIFTY INDIA CONSUMPTION","01 Sep 2015","27.91","4.81","1.12"
"NIFTY INDIA CONSUMPTION","31 Aug 2015","28.39","4.90","1.10"
"NIFTY INDIA CONSUMPTION","28 Aug 2015","28.57","4.93","1.10"
"NIFTY INDIA CONSUMPTION","27 Aug 2015","28.27","4.88","1.11"
"NIFTY INDIA CONSUMPTION","26 Aug 2015","27.88","4.81","1.12"
"NIFTY INDIA CONSUMPTION","25 Aug 2015","28.11","4.85","1.11"
"NIFTY INDIA CONSUMPTION","24 Aug 2015","27.94","4.82","1.12"
"NIFTY INDIA CONSUMPTION","21 Aug 2015","29.71","5.13","1.05"
"NIFTY INDIA CONSUMPTION","20 Aug 2015","29.95","5.17","1.05"
"NIFTY INDIA CONSUMPTION","19 Aug 2015","30.19","5.21","1.04"
"NIFTY INDIA CONSUMPTION","18 Aug 2015","30.12","5.20","1.04"
"NIFTY INDIA CONSUMPTION","17 Aug 2015","30.11","5.20","1.04"
"NIFTY INDIA CONSUMPTION","14 Aug 2015","30.24","5.22","1.04"
"NIFTY INDIA CONSUMPTION","13 Aug 2015","29.80","5.35","1.02"
"NIFTY INDIA CONSUMPTION","12 Aug 2015","29.86","5.37","1.01"
"NIFTY INDIA CONSUMPTION","11 Aug 2015","30.45","5.47","0.99"
"NIFTY INDIA CONSUMPTION","10 Aug 2015","30.71","5.52","0.99"
"NIFTY INDIA CONSUMPTION","07 Aug 2015","30.66","5.54","0.99"
"NIFTY INDIA CONSUMPTION","06 Aug 2015","30.86","5.57","0.98"
"NIFTY INDIA CONSUMPTION","05 Aug 2015","30.92","5.57","0.98"
"NIFTY INDIA CONSUMPTION","04 Aug 2015","30.51","5.50","1.00"
"NIFTY INDIA CONSUMPTION","03 Aug 2015","30.69","5.50","1.00"
"NIFTY INDIA CONSUMPTION","31 Jul 2015","30.73","5.51","0.99"
"NIFTY INDIA CONSUMPTION","30 Jul 2015","30.28","5.44","1.01"
"NIFTY INDIA CONSUMPTION","29 Jul 2015","29.94","5.37","1.03"
"NIFTY INDIA CONSUMPTION","28 Jul 2015","30.09","5.35","1.03"
"NIFTY INDIA CONSUMPTION","27 Jul 2015","30.67","5.39","1.02"
"NIFTY INDIA CONSUMPTION","24 Jul 2015","31.06","5.45","1.01"
"NIFTY INDIA CONSUMPTION","23 Jul 2015","31.08","5.61","1.02"
"NIFTY INDIA CONSUMPTION","22 Jul 2015","31.21","5.63","1.01"
"NIFTY INDIA CONSUMPTION","21 Jul 2015","30.83","5.56","1.03"
"NIFTY INDIA CONSUMPTION","20 Jul 2015","31.09","5.61","1.02"
"NIFTY INDIA CONSUMPTION","17 Jul 2015","31.01","5.59","1.02"
"NIFTY INDIA CONSUMPTION","16 Jul 2015","30.95","5.59","1.02"
"NIFTY INDIA CONSUMPTION","15 Jul 2015","30.77","5.55","1.02"
"NIFTY INDIA CONSUMPTION","14 Jul 2015","30.57","5.52","1.03"
"NIFTY INDIA CONSUMPTION","13 Jul 2015","30.42","5.49","1.03"
"NIFTY INDIA CONSUMPTION","10 Jul 2015","30.03","5.40","1.04"
"NIFTY INDIA CONSUMPTION","09 Jul 2015","30.33","5.49","1.03"
"NIFTY INDIA CONSUMPTION","08 Jul 2015","30.41","5.50","1.03"
"NIFTY INDIA CONSUMPTION","07 Jul 2015","30.74","5.56","1.02"
"NIFTY INDIA CONSUMPTION","06 Jul 2015","30.67","5.55","1.02"
"NIFTY INDIA CONSUMPTION","03 Jul 2015","30.51","5.52","1.03"
"NIFTY INDIA CONSUMPTION","02 Jul 2015","30.37","5.50","1.03"
"NIFTY INDIA CONSUMPTION","01 Jul 2015","30.24","5.47","1.04"
"NIFTY INDIA CONSUMPTION","30 Jun 2015","30.21","5.47","1.04"
"NIFTY INDIA CONSUMPTION","29 Jun 2015","29.76","5.44","1.04"
"NIFTY INDIA CONSUMPTION","26 Jun 2015","29.94","5.47","1.04"
"NIFTY INDIA CONSUMPTION","25 Jun 2015","29.91","5.48","1.04"
"NIFTY INDIA CONSUMPTION","24 Jun 2015","29.86","5.47","1.04"
"NIFTY INDIA CONSUMPTION","23 Jun 2015","29.87","5.47","1.04"
"NIFTY INDIA CONSUMPTION","22 Jun 2015","29.80","5.46","1.04"
"NIFTY INDIA CONSUMPTION","19 Jun 2015","29.53","5.41","1.05"
"NIFTY INDIA CONSUMPTION","18 Jun 2015","29.22","5.36","1.06"
"NIFTY INDIA CONSUMPTION","17 Jun 2015","29.08","5.33","1.07"
"NIFTY INDIA CONSUMPTION","16 Jun 2015","28.73","5.27","1.08"
"NIFTY INDIA CONSUMPTION","15 Jun 2015","28.56","5.24","1.08"
"NIFTY INDIA CONSUMPTION","12 Jun 2015","28.36","5.20","1.09"
"NIFTY INDIA CONSUMPTION","11 Jun 2015","28.21","5.19","1.07"
"NIFTY INDIA CONSUMPTION","10 Jun 2015","28.67","5.28","1.05"
"NIFTY INDIA CONSUMPTION","09 Jun 2015","28.42","5.23","1.06"
"NIFTY INDIA CONSUMPTION","08 Jun 2015","28.56","5.26","1.06"
"NIFTY INDIA CONSUMPTION","05 Jun 2015","28.89","5.31","1.04"
"NIFTY INDIA CONSUMPTION","04 Jun 2015","28.71","5.28","1.05"
"NIFTY INDIA CONSUMPTION","03 Jun 2015","28.80","5.29","1.04"
"NIFTY INDIA CONSUMPTION","02 Jun 2015","29.24","5.37","1.03"
"NIFTY INDIA CONSUMPTION","01 Jun 2015","29.85","5.49","1.01"
"NIFTY INDIA CONSUMPTION","29 May 2015","29.39","5.46","1.01"
"NIFTY INDIA CONSUMPTION","28 May 2015","28.81","5.35","1.03"
"NIFTY INDIA CONSUMPTION","27 May 2015","30.92","5.37","1.03"
"NIFTY INDIA CONSUMPTION","26 May 2015","30.95","5.37","1.03"
"NIFTY INDIA CONSUMPTION","25 May 2015","30.93","5.37","1.03"
"NIFTY INDIA CONSUMPTION","22 May 2015","31.25","5.40","1.02"
"NIFTY INDIA CONSUMPTION","21 May 2015","31.14","5.40","1.02"
"NIFTY INDIA CONSUMPTION","20 May 2015","31.18","5.40","1.02"
"NIFTY INDIA CONSUMPTION","19 May 2015","31.34","5.41","1.02"
"NIFTY INDIA CONSUMPTION","18 May 2015","31.28","5.40","1.02"
"NIFTY INDIA CONSUMPTION","15 May 2015","30.96","5.34","1.03"
"NIFTY INDIA CONSUMPTION","14 May 2015","30.75","5.31","1.04"
"NIFTY INDIA CONSUMPTION","13 May 2015","30.45","5.25","1.05"
"NIFTY INDIA CONSUMPTION","12 May 2015","30.20","5.21","1.06"
"NIFTY INDIA CONSUMPTION","11 May 2015","30.60","5.28","1.05"
